attribute,class,accuracy,precision,recall,f1_score,support_frac,rmse
suited_broadway,1,1.0,1.0,1.0,1.0,0.23668639053254437,
suited_broadway,2,1.0,1.0,1.0,1.0,0.05917159763313609,
connector,0,1.0,1.0,1.0,1.0,0.8461538461538461,
connector,1,1.0,1.0,1.0,1.0,0.15384615384615385,
one_gap,0,1.0,1.0,1.0,1.0,0.8579881656804734,
one_gap,1,1.0,1.0,1.0,1.0,0.14201183431952663,
two_gap,0,1.0,1.0,1.0,1.0,0.8698224852071006,
two_gap,1,1.0,1.0,1.0,1.0,0.1301775147928994,
suited_connector,0,1.0,1.0,1.0,1.0,0.9230769230769231,
suited_connector,1,1.0,1.0,1.0,1.0,0.07692307692307693,
suited_one_gap,0,1.0,1.0,1.0,1.0,0.9289940828402367,
suited_one_gap,1,1.0,1.0,1.0,1.0,0.07100591715976332,
suited_two_gap,0,1.0,1.0,1.0,1.0,0.9349112426035503,
suited_two_gap,1,1.0,1.0,1.0,1.0,0.0650887573964497,
tot_win_perc,,,,,,,0.04587539179473699
high_card_win_perc,,,,,,,0.03771394663852734
one_pair_win_perc,,,,,,,0.02346151121639779
two_pair_win_perc,,,,,,,0.030706813086024864
three_of_a_kind_win_perc,,,,,,,0.033277081829421996
straight_win_perc,,,,,,,0.03634346403507479
flush_win_perc,,,,,,,0.03993816397280163
full_house_win_perc,,,,,,,0.03520546111266234
four_of_a_kind_win_perc,,,,,,,0.037524930848748445
straight_flush_win_perc,,,,,,,0.03712196042145534
BB_play10,,,,,,,0.17277218731107505
BB_play2,,,,,,,0.08261760884908478
BB_play3,,,,,,,0.11586090313405188
BB_play4,,,,,,,0.1316327495673341
BB_play5,,,,,,,0.14601164236150574
BB_play6,,,,,,,0.15220777702215416
BB_play7,,,,,,,0.17274571489834106
BB_play8,,,,,,,0.14977217340343146
BB_play9,,,,,,,0.1698497515622383
D_play10,,,,,,,0.1588377706100327
D_play3,,,,,,,0.09875036168170412
D_play4,,,,,,,0.10853180843381054
D_play5,,,,,,,0.12683936488396788
D_play6,,,,,,,0.12266326097024224
D_play7,,,,,,,0.1350058287511481
D_play8,,,,,,,0.13632552932160413
D_play9,,,,,,,0.1323802332242994
SB_play10,,,,,,,0.16834756721462968
SB_play2,,,,,,,0.08743440598180698
SB_play3,,,,,,,0.11858882986164693
SB_play4,,,,,,,0.13364627306950083
SB_play5,,,,,,,0.14539874412743348
SB_play6,,,,,,,0.16126875913795483
SB_play7,,,,,,,0.1576576965758286
SB_play8,,,,,,,0.16749634501076108
SB_play9,,,,,,,0.17145728587256578
pos3_play10,,,,,,,0.1547249835449267
pos3_play4,,,,,,,0.11692483738220351
pos3_play5,,,,,,,0.13572900784570516
pos3_play6,,,,,,,0.13820180242254182
pos3_play7,,,,,,,0.1340180262680555
pos3_play8,,,,,,,0.1529522557862614
pos3_play9,,,,,,,0.15415668328541945
pos4_play10,,,,,,,0.15968001026358164
pos4_play5,,,,,,,0.12915063246875924
pos4_play6,,,,,,,0.15444332533545746
pos4_play7,,,,,,,0.1413098225402792
pos4_play8,,,,,,,0.14925992483395809
pos4_play9,,,,,,,0.1613877207031164
pos5_play10,,,,,,,0.16097362923664132
pos5_play6,,,,,,,0.14817798343165048
pos5_play7,,,,,,,0.13822097999568647
pos5_play8,,,,,,,0.1455281246867377
pos5_play9,,,,,,,0.15398553169986304
pos6_play10,,,,,,,0.15994615947576113
pos6_play7,,,,,,,0.1343007839193902
pos6_play8,,,,,,,0.14971128788686
pos6_play9,,,,,,,0.15597809177439506
pos7_play10,,,,,,,0.15448501745566026
pos7_play8,,,,,,,0.14665573304338955
pos7_play9,,,,,,,0.15174021015233402
pos8_play10,,,,,,,0.15317433706525674
pos8_play9,,,,,,,0.15189743610408404
pos9_play10,,,,,,,0.15484858292269896
