attribute,class,accuracy,precision,recall,f1_score,support_frac,rmse
pos3_play9,,,,,,,0.1412236510614877
pos4_play10,,,,,,,0.13567423797719327
pos4_play5,,,,,,,0.13216408509669436
pos4_play6,,,,,,,0.1611872447387853
pos4_play7,,,,,,,0.14131037262140386
pos4_play8,,,,,,,0.14391612548365013
pos4_play9,,,,,,,0.14904074334696954
pos5_play10,,,,,,,0.14236078206919547
pos5_play6,,,,,,,0.15081881074057252
pos5_play7,,,,,,,0.13742757175090545
pos5_play8,,,,,,,0.1347750599757818
pos5_play9,,,,,,,0.1356504725358459
pos6_play10,,,,,,,0.14932249523957114
pos6_play7,,,,,,,0.16141629750020042
pos6_play8,,,,,,,0.1384967401566707
pos6_play9,,,,,,,0.13870351153547536
pos7_play10,,,,,,,0.14287739099908647
pos7_play8,,,,,,,0.1418747730285323
pos7_play9,,,,,,,0.14233871168372525
pos8_play10,,,,,,,0.14693602457725452
pos8_play9,,,,,,,0.14278598700356843
pos9_play10,,,,,,,0.14756779322203348
